作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071000199,粤A8SB66,LFVAA11A5Y2042963,2018/5/8 0:00,2019/5/7 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071000200,粤A232SF,LFMARE2C490205863,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071000201,粤A6QH87,LSCABN3R9FE003681,2018/5/23 0:00,2019/5/22 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000202,粤A9255M,LFMARE2C1B0320569,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071000203,粤AN3L35,LVCB1DWA09B008743,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市普安机动车检测有限公司
2018071000204,粤FY7522,LP5PCJD0590208681,2018/7/3 0:00,2019/7/2 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071000205,粤A5B8G1,LFMBE22D780128119,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071000206,粤A791M3,LFMAP22C580053479,2017/12/28 0:00,2018/12/27 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000207,粤B4L067,LFBUD1362D6L24393,2018/2/28 0:00,2019/2/27 0:00,小型汽车,增城市新塘机动车检测站
2018071000208,粤A31768,JMYORV330XJ000799,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071000209,粤AX010E,LFMBE22DXA0218323,2018/6/2 0:00,2019/6/1 0:00,小型汽车,广州市外运机动车检测有限公司
2018071000210,粤AG0945,LGC489D37A6044194,2018/2/27 0:00,2019/2/26 0:00,大型汽车,增城市新塘机动车检测站
2018071000211,粤A227VJ,LVHRE1836B5022273,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071000212,粤GLM319,LVSHCFDBXCE018928,2018/6/5 0:00,2019/6/4 0:00,小型汽车,广州市交海汽车检测有限公司
2018071000213,粤ABE868,JTDBE30K400189751,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071000214,粤AS532J,LGBF1AE07CR113846,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071000215,粤B752AY,LVSHBFDC2BF181268,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市外运机动车检测有限公司
2018071000216,粤A88211,JHDSH1EE881S11656,2017/7/30 0:00,2018/7/29 0:00,大型汽车,广州市黄埔姬堂机动车检测站
2018071000217,粤AKQ938,LDC913W3750181673,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州骏腾汽车检测服务有限公司
2018071000218,粤A5H3L2,LHGGD855472050183,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071000219,粤ABS923,LYC1CH711F0001151,2018/7/5 0:00,2019/7/4 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071000220,粤A336HY,LGBK22E75AY122949,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州番骏机动车检测有限公司
2018071000221,粤A459JG,LSCAC13R9AE078427,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071000222,粤A3E2D7,LJ11KBBD0H8019358,2017/9/26 0:00,2018/9/25 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071000223,粤AX0Z59,LJDCAA231B0046848,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071000224,粤A1640L,LVGDA46A8AG046462,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广州从速机动车服务有限公司
2018071000225,粤AD6N67,LZWADAGA0B8577965,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市桥北机动车辆检测有限公司
2018071000226,粤AV3583,LZYTDGC68F1039288,2017/9/15 0:00,2018/9/14 0:00,大型汽车,广州从速机动车服务有限公司
2018071000227,粤AL3611,LFZBHCNJ1CAS03022,2017/12/5 0:00,2018/12/4 0:00,大型汽车,广州市冠新机动车安全检测有限公司
2018071000228,粤AC060E,LSGPC54UXAF187198,,,小型汽车,广州市白云区粤翔机动车检测站
2018071000229,粤A5NL49,LGB32AE308Z009281,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071000230,粤AT719S,LFMBEC4DXB0056875,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071000231,粤AC296X,KL1FC5E45BB056332,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州市交海汽车检测有限公司
2018071000232,粤AHAM25701,LFNA4LCA9HAM25701,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000233,粤A37Y20,LJ16AA345A7027338,2018/5/29 0:00,2019/5/28 0:00,小型汽车,广州市普安机动车检测有限公司
2018071000234,粤A1FJ46,LBEEFAGA0EX348997,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071000235,粤A045KA,LVCP2CWA5AB020825,2017/8/28 0:00,2018/8/27 0:00,小型汽车,增城市新塘机动车检测站
2018071000236,粤A401HS,LJXCMCHC47T061301,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071000237,粤A300ZM,WBSWL91069P324006,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071000238,粤A9SL13,LSGJL62M0CY314868,2017/9/14 0:00,2018/9/13 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071000239,粤A550XZ,LSJW26G349S058040,2017/9/29 0:00,2018/9/28 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071000240,粤A9MA16,LZWDAAGA2FA113922,2017/8/11 0:00,2018/8/10 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071000241,粤SZK567,LSYAAAAA0CK014553,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071000242,粤AG529X,LSGJA52U2BH227231,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071000243,粤AN0826,LWLDAA1G4EL045370,2018/5/15 0:00,2019/5/14 0:00,大型汽车,广州保兴车辆检测科技有限公司
2018071000244,粤AG3350,LGAX2A138A1019380,2017/8/28 0:00,2018/8/27 0:00,大型汽车,广州市南英机动车辆检测有限公司
2018071000245,粤SC646K,LHGRB189172021003,2017/7/14 0:00,2018/7/13 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000246,粤A9HV40,LBEEFAGA3FX356593,2017/9/11 0:00,2018/9/10 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000247,粤ABK332,LEFYECG30HHN45619,2017/8/11 0:00,2018/8/10 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071000248,粤AN9001,LFNABRJMXEAC15015,2018/7/2 0:00,2019/7/1 0:00,大型汽车,广州市番禺区石基机动车检测站
2018071000249,粤YYU888,JTNGK3DH0G8010481,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071000250,粤AT3L07,LFMARE2C490207743,2017/9/27 0:00,2018/9/26 0:00,小型汽车,广州市外运机动车检测有限公司
2018071000251,粤S2Q501,LSYBCAAA0AK049749,2017/9/15 0:00,2018/9/14 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000252,粤A7MD72,LGBK22E54BY077227,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州市集威汽车检测有限公司
2018071000253,粤AY8527,LGXC16DG160218254,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州从速机动车服务有限公司
2018071000254,粤A328WW,LZWACAGA1A7116538,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000255,粤AHAM25740,LFNA4LCA8HAM25740,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000256,粤A0412Q,JF1SH92F8BG244194,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广东泰通机动车检测有限公司
2018071000257,粤PCK231,LHGGD865882505052,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071000258,粤AB497,LJT93VRP280011656,2018/1/1 0:00,2018/12/31 0:00,挂车,广州市黄埔姬堂机动车检测站
2018071000259,粤A263VZ,LVHRE4877A5021118,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071000260,粤WM1188,LSGJA52U8BS202398,2017/8/10 0:00,2018/8/9 0:00,小型汽车,广东大路机动车检测有限公司
2018071000261,粤AUA464,LS5A3BBD3BA534224,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市普安机动车检测有限公司
2018071000262,粤AX256N,LGBK22E50BY579832,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071000263,粤A2DV57,LWLTFA2D3EL015830,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000264,粤A012Q7,LSGJT62UX8S069197,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071000265,粤AZ303S,LS5W3ADE9AB053828,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071000266,粤TEC010,LZWACAGA7C2072920,2017/10/17 0:00,2018/10/16 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000267,粤A3FB65,LGDCH91G9EA127188,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071000268,粤A52A37,LHGGD384472008926,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000269,粤A2RK90,LVAV2MBB6FC003294,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000270,粤AK9055,LGAX2A139C1009850,2017/9/13 0:00,2018/9/12 0:00,大型汽车,广州市桥北机动车辆检测有限公司
2018071000271,粤A3QG31,LVZMN25B1FA524192,2018/5/25 0:00,2019/5/24 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071000272,粤AU4Y62,LJ16AA236A7058882,,,小型汽车,广州市必高飘峰汽车检测站
2018071000273,粤AZ1369,LAEE4ZC88DRV85132,2017/9/2 0:00,2018/9/1 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071000274,粤AW0P39,LZWCAAGA2D7120343,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071000275,粤LCS342,LZWACAGA1B7063700,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州从速机动车服务有限公司
2018071000276,粤AJU162,LWAPCJL377C800461,,,普通摩托车,广州市增城区摩托车检测站
2018071000277,粤ABS909,LYC1CH713F0000891,2018/7/5 0:00,2019/7/4 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071000278,粤A717ZY,LFMARE2C790213293,2017/9/16 0:00,2018/9/15 0:00,小型汽车,广州市集威汽车检测有限公司
2018071000279,粤A308AZ,LGBG12E039Y618534,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市外运机动车检测有限公司
2018071000280,粤AL632Y,LGBF1AE069R126970,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071000281,粤A051JV,LZWACAGA8A7112549,2017/8/14 0:00,2018/8/13 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071000282,粤N57248,LZWACAGA7A7130430,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071000283,粤A326P6,LBVNU39098SB69500,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071000284,粤A7KD27,TMBHB46Y323435713,2017/12/7 0:00,2018/12/6 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000285,粤AP069V,LFMARE2C4B0333056,2017/9/4 0:00,2018/9/3 0:00,小型汽车,广州市集威汽车检测有限公司
2018071000286,粤AB833B,LZWADAGA8C4266843,2017/9/13 0:00,2018/9/12 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071000287,粤AS025C,LBVFP1906CSE92444,2018/6/18 0:00,2019/6/17 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071000288,粤S8T3A1,LVVDC11B69D223315,2017/9/26 0:00,2018/9/25 0:00,小型汽车,广州市途进汽车检测有限公司
2018071000289,粤AD1Q27,LBEJMBKB9BX273044,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071000290,粤RVF515,LVZA53P97GC597821,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071000291,粤AE561C,LSGUD84X4CE009887,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071000292,粤AUC514,LFMAP22C3B0279897,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071000293,粤AZ3275,LZYTEGC6481009155,2017/9/26 0:00,2018/9/25 0:00,大型汽车,广州从速机动车服务有限公司
2018071000294,粤ALD281,LSVFB49J152009998,2017/8/11 0:00,2018/8/10 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000295,粤A854R2,LVGBE40K58G251213,2017/8/16 0:00,2018/8/15 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071000296,粤A5889,LFV2A11G083113117,2018/2/3 0:00,2019/2/2 0:00,教练汽车,广州番骏机动车检测有限公司
2018071000297,粤A2132M,LFMBE85B260013907,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071000298,粤AQJ639,LHGCM566342019037,2017/7/24 0:00,2018/7/23 0:00,小型汽车,增城市新塘机动车检测站
2018071000299,粤F3J367,LWBTCJ60XC1003994,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071000300,吉A0575G,LFV2A1151A3530136,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000301,粤AP1259,L8AL2CGF8CB002039,,,大型汽车,广东粤港机动车检测有限公司
2018071000302,粤A5251U,LFPM5ACP6A1A89024,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071000303,粤AWX505,LSGUD82C17E020741,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071000304,粤A915A9,LFMAP22C270007655,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071000305,粤Y267J8,LGWED2A34CE006042,2017/8/4 0:00,2018/8/3 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000306,粤RYQ725,LFMBEC4D1B0039673,2017/10/19 0:00,2018/10/18 0:00,小型汽车,广州从速机动车服务有限公司
2018071000307,粤QEJ955,LS5A33BE77B072458,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071000308,粤A0L605,2028632,2018/3/28 0:00,2019/3/27 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071000309,粤AS2T70,LGBH12E03CY254854,2017/8/14 0:00,2018/8/13 0:00,小型汽车,广州市交海汽车检测有限公司
2018071000310,粤AD3V67,LBELMBKC1BY111761,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071000311,粤RRB782,LZWACAGAX97100043,2018/1/25 0:00,2019/1/24 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071000312,粤AJ323P,LFMBE22D490167848,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000313,豫PS0762,LZWADAGA2GB210804,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071000314,粤AE39F5,LVTDH12A3DB032679,2018/6/6 0:00,2019/6/5 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071000315,粤A028KY,LGBH1AE06AY133386,2017/9/22 0:00,2018/9/21 0:00,小型汽车,广州市外运机动车检测有限公司
2018071000316,粤A9D112,LFZ648SA13A001229,2018/3/15 0:00,2019/3/14 0:00,小型汽车,广州市普安机动车检测有限公司
2018071000317,粤A957P2,LFMBE22D980128512,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071000318,粤A3FE47,LGFB7A1J2EC100521,2017/10/31 0:00,2018/10/30 0:00,小型汽车,广州番骏机动车检测有限公司
2018071000319,粤ANE227,LHGRB184462010502,,,小型汽车,广州市交海汽车检测有限公司
2018071000320,粤X48C29,LJDBAA33140082701,2017/9/23 0:00,2018/9/22 0:00,小型汽车,广东粤港机动车检测有限公司
2018071000321,粤AF4860,LVBV3JBBXAE007708,2017/7/30 0:00,2018/7/29 0:00,大型汽车,广州市巽安汽车检测服务有限公司
2018071000322,粤AJA000707,L7TADJ757JA000707,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071000323,粤AV9176,LGF1EA9U7FF132123,2018/2/9 0:00,2019/2/8 0:00,大型汽车,广州市集威汽车检测有限公司
2018071000324,粤AC782G,LSVUB65N4B2612077,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071000325,粤A1EK10,LFMARE0C490204862,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071000326,粤AM56Z2,LGBG12E098Y587367,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071000327,粤AAW873,LFNA8RCH58CA01086,2018/7/10 0:00,2019/7/10 0:00,大型汽车,广州市诚安汽车科技有限公司
2018071000328,粤A0F8B7,LJNTGUCY8HN101295,2017/7/11 0:00,2018/7/10 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000329,粤A448D7,LWJPCJL0391100165,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071000330,粤A5FH05,LVHFA161295041204,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000331,粤AX287Z,LGBK22E59AY065007,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州科韵汽车检测有限公司
2018071000332,粤AL22U2,JTMHX01JXG5073699,2017/8/6 0:00,2018/8/5 0:00,小型汽车,广东粤港机动车检测有限公司
2018071000333,粤AS5E06,LGBN22E01CY020065,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071000334,粤AE1M82,LFMAP22C9B0279371,2018/6/2 0:00,2019/6/1 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071000335,粤AD836,LA939VRL690HBS563,2018/1/1 0:00,2018/12/31 0:00,挂车,广州市黄埔姬堂机动车检测站
2018071000336,粤AN1078,LZYTBTD29E1023996,,,大型汽车,广州市集威汽车检测有限公司
2018071000337,粤AKQ609,WDBNG67J85A473843,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071000338,粤G69H13,LGXC96DG6A1202062,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071000339,粤AJ5013,LGAX2B136B1032412,2017/11/18 0:00,2018/11/17 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071000340,粤AR5407,LKLR1KSM08B000084,2018/3/21 0:00,2019/3/20 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071000341,粤AQ8Q68,LGWEFCA5XAB009995,2017/8/20 0:00,2018/8/19 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071000342,粤F07B66,KMHJN81D35U202767,,,小型汽车,广州市黄埔姬堂机动车检测站
2018071000343,粤AL3913,LFZBECNG5DAS00056,2018/1/11 0:00,2019/1/10 0:00,大型汽车,广州市安行机动车检测服务有限公司
2018071000344,粤AAF368,JZS155-0088262,2018/3/3 0:00,2019/3/2 0:00,小型汽车,广州市园林水荫机动车检测站
2018071000345,粤SYY465,LSGTB54M19Y074614,2017/8/14 0:00,2018/8/13 0:00,小型汽车,广州市桥北机动车辆检测有限公司
2018071000346,粤A8XG11,LHGGM265892057782,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071000347,粤AY5Q43,LJDCAA235C0051049,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州市集威汽车检测有限公司
2018071000348,粤AG1341,LZYTCGD63B1027626,2017/10/2 0:00,2018/10/1 0:00,大型汽车,广州市泽贤汽车检测有限公司
2018071000349,粤AP986R,LVGCU92399G022139,2017/8/26 0:00,2018/8/25 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071000350,粤AE301F,LZWADAGA4B8589536,2018/7/4 0:00,2019/7/3 0:00,小型汽车,广州市升平机动车检测有限公司
2018071000351,粤A2G8D6,LSFAM11A2HA073231,2018/6/2 0:00,2019/6/1 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071000352,粤A421F3,LALPCJ7C0A3254872,2017/12/2 0:00,2018/12/1 0:00,普通摩托车,广州市增城区摩托车检测站
2018071000353,粤AT5498,LHGRA685X32015448,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071000354,粤AJ8506478,LJ11KBAC4J8506478,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071000355,粤AD46X2,LSCABN3R1GE621093,2018/6/16 0:00,2019/6/15 0:00,小型汽车,广州市润通汽车检测服务有限公司
2018071000356,粤A226A0,LSVAH21Z872332382,2018/6/27 0:00,2019/6/26 0:00,小型汽车,广州华工机动车检测技术有限公司
